Action Bias,Observation Noise,Action Noise,Num Ghosts,Time Step,Guessed Cell,Probability of Guess,Guessed heading,Location Correct,Heading Correct
0.1,0.0,0.0,2,50,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,51,"(1, 3)",1.0,Headings.W,False,False
0.1,0.0,0.0,2,52,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,53,"(1, 3)",1.0,Headings.W,False,False
0.1,0.0,0.0,2,54,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,55,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,56,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,57,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,58,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,59,"(1, 3)",1.0,Headings.W,False,False
0.1,0.0,0.0,2,60,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,61,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,62,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,63,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,64,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,65,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,66,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,67,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,68,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,69,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,70,"(1, 3)",1.0,Headings.W,False,False
0.1,0.0,0.0,2,71,"(1, 3)",1.0,Headings.W,True,False
0.1,0.0,0.0,2,72,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,73,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,74,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,75,"(1, 3)",1.0,Headings.W,True,False
0.1,0.0,0.0,2,76,"(1, 3)",1.0,Headings.W,False,False
0.1,0.0,0.0,2,77,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,78,"(1, 3)",1.0,Headings.W,False,False
0.1,0.0,0.0,2,79,"(1, 3)",1.0,Headings.W,True,False
0.1,0.0,0.0,2,80,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,81,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,82,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,83,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,84,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,85,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,86,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,87,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,88,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,89,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,90,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,91,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,92,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,93,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,94,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,95,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,96,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,97,"(1, 3)",0.0,Headings.W,False,True
0.1,0.0,0.0,2,98,"(1, 3)",0.0,Headings.W,False,False
0.1,0.0,0.0,2,99,"(1, 3)",0.0,Headings.W,False,True
Action Bias,Observation Noise,Action Noise,Num Ghosts,Time Step,Guessed Cell,Probability of Guess,Guessed heading,Location Correct,Heading Correct
0.2,0.0,0.0,0,0,"(3, 4)",1.0,Headings.S,False,False
0.2,0.0,0.0,0,1,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,2,"(3, 4)",1.0,Headings.S,False,False
0.2,0.0,0.0,0,3,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,4,"(3, 4)",1.0,Headings.S,False,True
0.2,0.0,0.0,0,5,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,6,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,7,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,8,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,9,"(3, 4)",1.0,Headings.S,True,False
0.2,0.0,0.0,0,10,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,11,"(3, 4)",1.0,Headings.S,True,False
0.2,0.0,0.0,0,12,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,13,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,14,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,15,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,16,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,17,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,18,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,19,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,20,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,21,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,22,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,23,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,24,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,25,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,26,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,27,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,28,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,29,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,30,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,31,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,32,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,33,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,34,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,35,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,36,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,37,"(3, 4)",1.0,Headings.S,True,False
0.2,0.0,0.0,0,38,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,39,"(3, 4)",1.0,Headings.S,True,False
0.2,0.0,0.0,0,40,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,41,"(3, 4)",1.0,Headings.S,True,False
0.2,0.0,0.0,0,42,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,43,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,44,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,45,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,46,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,47,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,48,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,49,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,50,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,51,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,52,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,53,"(3, 4)",1.0,Headings.S,True,True
0.2,0.0,0.0,0,54,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,55,"(3, 4)",1.0,Headings.S,True,False
0.2,0.0,0.0,0,56,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,57,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,58,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,59,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,60,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,61,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,62,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,63,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,64,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,65,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,66,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,67,"(3, 4)",0.0,Headings.S,False,True
0.2,0.0,0.0,0,68,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,69,"(3, 4)",1.0,Headings.S,True,True
0.2,0.0,0.0,0,70,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,71,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,72,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,73,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,74,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,75,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,76,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,77,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,78,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,79,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,80,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,81,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,82,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,83,"(3, 4)",1.0,Headings.S,True,True
0.2,0.0,0.0,0,84,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,85,"(3, 4)",1.0,Headings.S,True,True
0.2,0.0,0.0,0,86,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,87,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,88,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,89,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,90,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,91,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,92,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,93,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,94,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,95,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,96,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,97,"(3, 4)",0.0,Headings.S,False,False
0.2,0.0,0.0,0,98,"(3, 4)",1.0,Headings.S,False,True
0.2,0.0,0.0,0,99,"(3, 4)",0.0,Headings.S,False,True
